rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,label,user_timestamp,user_review_burst
5,So much for your money 💰,I love all of the scrubbiest you get for your money. I have extras to keep in the cupboard for later. I back cleaners are awesome! Sweet deal!,[],B01MZ643Z9,B01MZ643Z9,AHQUIVCVZ3BRK6M66AEC7RJDEHVA,4/5/2018 1:00,0,TRUE,0,99999,99999
5,Very happy with the product,All was good,[],B07PH66Q4S,B07PH66Q4S,AEOCKQDKBJDZG4NGPEU7U3D6RWDA,2/8/2020 13:53,0,TRUE,1,99999,99999
5,Working for me!,I wanted to try Rodan and Fields but not spend a fortune or have to deal with a pushy sales person.  I ordered this product to start and I have to admit it is really good.  It goes on smoothly and I have noticed a difference in my Melasma.  I plan to try another one of their products soon.,[],B00I86O3WE,B00I86O3WE,AFABTN7P5A3PSWYYFIDAT4MXK6WQ,3/3/2016 18:33,12,TRUE,0,99999,99999
4,"4 stars because I received 45, not 50 bottles","These tiny dropper bottles are perfect for what I need to create samples to hand out, however I only received 45 little green jars which is why I gave it 4 stars.  I will be ordering again though.  Perhaps the company will add the missing bottles to my next order.",[],B07HDZ67Z8,B07HDZ67Z8,AFSN27ZP7INGEFW5EJ5Q5MUA65ZA,10/24/2019 18:00,0,TRUE,0,99999,99999
1,Great,I love it so much!!!,[],BLCUA2NCA8,BLCUA2NCA8,L5K7ID70MUVV7WAO,10/27/2024 3:33,0,FALSE,1,99999,99999
5,Cute and Little,"I got this to attend a Japanese event and it is sturdy so it won't tear or get dirty quickly. The drawstrings are strong enough to pull tightly. It fits all small things, nothing big. Very cute and little",[],B01J6TTPHY,B01J6TTPHY,AE7SSRYHCJNI5UIMRD2NISNMBIKA,11/1/2021 15:20,0,TRUE,0,99999,99999
5,Slick,Only product I use.  Good brand,[],B075RQW495,B075RQW495,AGM2CJAGCMOOEXLBKHOA2HTKVQJQ,7/2/2021 21:06,0,TRUE,1,99999,99999
5,the peppermint smell is pretty strong on the face and nice cool feeling is ...,Use it daily and does make a difference in the appearance of black heads. the peppermint smell is pretty strong on the face and nice cool feeling is nice once washed off. make sure to leave product on face for the indicated time for best results. I am a regular customer now and love the product. Highly recommended.,[],B00DT4757A,B00DT4757A,AFYHSJBJFTP5GMEPBUU7SOVOFOFA,12/7/2015 20:26,0,TRUE,0,99999,99999
2,Seller has a wrong weight (size) listed,"The seller has the product listed as being 4100 grams. Well that's about 9 lbs in 5 bars of soap.  I figured the seller accidentally added a zero and perhaps meant to say 4.10 oz., 4 oz being  a typical soap bar size these days. These soaps are a mere 100 grams each which to me is pretty tiny for $15 EVEN if you  ""get one bar free"".  I understand this product in particular is not easily found here in the U.S. but I remember it as a child and really wanted to have some as I remember the fragrance was beautiful and long lasting. The fragrance was NOT what I remember and was quite disappointing. I gave it 2 stars because it arrived sooner than I expected and gives off a luxurious lather in the shower but I don't think this was anywhere's near worth $15.00 for 5 tiny bars of plain old drugstore type soap.",[],B07QVJXTBK,B07QVJXTBK,AHGL2WDNUZMOV4I34U2CVPVXUMAA,10/2/2019 18:13,1,TRUE,0,99999,99999
5,and the color is like the first day I dye it,"I got this product to do belayage on my hair. I mixed with volume 20 and it work perfectly. it didnt dry or damage my hair. I totally recommeded because I already have a janapese straighter, brazilian permanent straighter, and I got a balayage 8 months ago. having all of that in my hair and this product didnt damage it at all. its very esasy to apply and the color last. I dye my hair 2 months ago, and the color is like the first day I dye it.",[],B00XLQB2D4,B00XLQB2D4,AEOGE7UA6B4KIYSLBYORESUTRLTA,2/25/2016 19:53,3,TRUE,0,99999,99999
1,One Star,I cannot get them to stay on!,[],B074X6V2X5,B074X6V2X5,AECU5NNIBCOCCOR2AKN56JP2RTMA,9/27/2017 19:20,1,TRUE,1,99999,99999
1,Don’t use,"Fake product , fake packaging",[],B01MDTVZTZ,B01MDTVZTZ,AE7J4BROEDZQA5QDR32JX5ISTT7Q,6/28/2020 13:13,1,TRUE,1,99999,99999
5,It was perfect in my daughter's long black hair,Lovely piece. It was perfect in my daughter's long black hair.,[],B00OZFF6JQ,B00OZFF6JQ,AF7VE5SHQLJH5D26UEHZQNJSX5ZA,6/3/2015 16:46,0,TRUE,0,99999,99999
1,Useless garbage,"Absolute garbage.  I feel like I have been robbed.  Doesnt work, will not stay in place and the first time in a long time I am disgusted with a product I purchased on Amazon.  Talk about taking advantage of people during a global pandemic<br />One star is the minimum,  it wouldn't allow me to do zero.",[],B08GKL32C9,B08GKL32C9,AHBOADBWX6WDQGDP5KNQ45OWICHA,9/5/2020 18:20,7,TRUE,0,99999,99999
5,Great product,"I got these because of the pug print. The mask isn't quite wide enough for my face, but it feels and smells great. I can tell that these are a bit more moisturizing than the Innisfree Real masks.<br /><br />I was a bit disappointed that the wrinkle lines were already gone, since they're supposed to disappear as the mask is on your face, but the product itself is fine regardless. The moisture absorbed well into my skin. There was some redness on my nose and cheeks afterwards, but that went away after a couple hours.<br /><br />I have sensitive, acne prone, combo skin and it didn't cause any breakouts or reactions.",[],B0146145WW,B0146145WW,AELEC66LCQNHPCWT6JLH5VFNNWHQ,11/28/2016 21:53,1,TRUE,0,99999,99999
4,Works good,Works very well company is easy to deal with,[],B07D72GJZ5,B07D72GJZ5,AHSXWTBDPQ356KN2JVUCEKPVE3FQ,2/4/2019 19:53,0,TRUE,0,99999,99999
1,Trash,Broke on the second use.,[],B08LHG8X4J,B08LHG8X4J,AFIQKAL7BDAJXGSJWFLK6CKPFBJQ,11/22/2021 16:53,0,TRUE,1,99999,99999
5,“HOLLYWOOD PHOTOSHOOT”❤️,New PHOTOSHOOT for Upcoming Book. Received over 1400 likes. I’ll say it’s a WINNER💕💕💕Bought two😍😍😍,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/719EGUonc9L._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/719EGUonc9L._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/719EGUonc9L._SL256_.jpg'}]",B087F56KYR,B087F56KYR,AHJUUXGNRZNHREWN3WIRRW3HAJDQ,5/16/2022 3:00,0,TRUE,0,99999,99999
1,Ridiculous,These lashes are completely over the top. And heavy to boot.,[],B093QFV4B7,B093QFV4B7,AGT3UL2KXSS7QEDNEMJAGLHEIJBQ,7/30/2022 3:00,0,TRUE,0,99999,99999
4,Pretty cheat material,"Pretty cheat material, hairs pretty thin and thick at the same time....but it's great for what I need it for (Halloween). I love the adjustablility of the wig so it doesn't slip or slide around.",[],B01KVDSDBS,B01KVDSDBS,AEBR4IICFBJNZEJ2LOS76R5V5J2Q,10/22/2016 18:13,0,TRUE,0,99999,99999
5,Nails,Awesome recommend 100%,[],B087767JL7,B087767JL7,AGLJMPFN6HRISJSAEXR2H4SQGAFQ,5/30/2020 0:53,1,TRUE,1,99999,99999
5,Buy this !!,"A must need if  your baby has a lot of hair like mine! Easy to wash out, scent smells yummy and is not strong once in their hair, and you can’t beat the natural ingredients compared to chemicals in other brands. A little goes a long way too!",[],B08ZYXV85F,B08ZYXV85F,AF23GI4K5NQV7UE35MQDNJGJGI6Q,3/17/2022 18:00,0,TRUE,0,99999,99999
5,I will order it again and again,Loved smell,[],B076MMPTZV,B076MMPTZV,AHTVFJRUXCYFJSCFGOISNNFIIKCQ,12/13/2019 1:20,1,TRUE,1,99999,99999
5,Wonderful,Would buy again!,[],BDITBVXFBM,BDITBVXFBM,UWWJUUMB9NC89BAZ,1/7/2021 6:13,0,FALSE,1,99999,99999
5,Five Stars,Great Product,[],B01CURV62G,B01CURV62G,AEQUZDJELJYNAHSNDI6GCBKMZ3GA,3/23/2017 0:46,0,TRUE,1,99999,99999
5,Nice,It’s works,[],B07NKB6FLT,B07NKB6FLT,AGG66SYKJOHFZ3WHV45X63STXIEQ,10/15/2020 19:26,0,TRUE,1,99999,99999
5,Useful,Can be used for all kinds of things even hand sanitizer. Love that it’s reusable and that it comes with a handy keychain tool.,[],B08G83G24X,B08G83G24X,AEHWKRPNWNMOAJSMO2F6O7RFRTNA,11/5/2020 21:00,0,FALSE,1,7710000,3904999.5
1,stain does not last,product give me sores on my lips,[],B07KPBWNX2,B07KPBWNX2,AFZ65NV7FLBESBUXVXANMG52QRQA,7/17/2020 18:20,0,TRUE,1,99999,99999
2,It’s ok,"Kind of a challenge to get the water in to form that perfect oval, it’s ok though . I don’t see the point in it anymore after buying it",[],B0BS6GVSPX,B0BS6GVSPX,AGEUL675U4BPF35AMJTFMSTZKLEQ,4/7/2023 15:06,0,TRUE,1,99999,99999
5,Love it,Bought as a gift. My granddaughter loved it! Great price and fast shipping!,[],B07LBS3WB3,B07LBS3WB3,AEVZ6WPEPT44KVYOL4Q2X2PEZCAQ,1/7/2020 1:20,0,TRUE,1,99999,99999
1,One Star,Terrible! I should have read real professionals experience on how to make dreads! Don't use dread wax!,[],B00HG2Z32A,B00HG2Z32A,AGINF4YZ4IFFEBNKDMSZGJG4L5FA,3/25/2017 8:20,0,TRUE,0,99999,99999
3,Could have been better,Easy to use and handle. Did return though because it only goes up to 350 degrees. Not hot enough for thick hair and won’t hold a curl.,[],B07Q82VGTV,B07Q82VGTV,AELGWOBKQOZBHA7ROQGWITGYZ2OA,12/18/2019 3:33,11,TRUE,0,99999,99999
5,Works great!,Worked great for a great price!,[],B09F3LF24J,B09F3LF24J,AFVZPZGBV5FRUTZAMCPI5ZRL3V6Q,2/2/2022 16:40,0,TRUE,1,99999,99999
5,Protection,Cover perfect all the eyes,[],B085BCLYSG,B085BCLYSG,AGIMADXOEM5QKI7T7DGEIYP4DPUQ,3/25/2021 22:06,0,TRUE,1,99999,99999
2,No instructions & a waste of time! :-(,"Have no clue how to use the product. Came with no instructions. No manufacturer listed on bottle, so I cannot look for website. Kind of useless right now.<br />UPDATE: Tried to use the product. Painted it on and let it dry for 2 minutes. Painted my nails. Tried to peel the Peel Off Tape product - no luck. Had to use 100% acetone to remove the Peel Off Tape and the polish I just painted on.<br />Do not purchase this product. It's a waste of money and time!",[],B08MZS4V3X,B08MZS4V3X,AF4XI3OURWQBWJVW7P3EENNR2BPA,2/17/2021 5:33,0,TRUE,0,99999,99999
1,DO NOT BUY—-negative 5 stars,This product is orange<br />Made mistake of taking work and sprayed in hair while driving to have orange spots in hair.<br />Pay for the right one. You cannot return this per Amazon,[],B09TTPDCNR,B09TTPDCNR,AEVXKDQO4GBQK7MTBGUY73WKOXDQ,6/1/2023 0:40,0,TRUE,0,99999,99999
1,Not good quality,Not good quality,[],B08XMFG8J7,B08XMFG8J7,AE2PY3A6UP4B2OQDJ7CFG4GG3RUQ,12/17/2021 14:06,0,TRUE,1,99999,99999
5,very pretty,"this pic doesnt make justice to this hair comb. its so pretty!!!  You need to have thick or long hair to use it, wont work with straight hair.",[],B00H9BLZP2,B00H9BLZP2,AHVNXSSCAMAQBI3PZVV6JMMAWX2Q,4/28/2014 15:46,0,TRUE,0,99999,99999
4,Just okay,Smaller than previous brand used.  Okay but will probably go back to former brand.,[],B08JB6VF3F,B08JB6VF3F,AG2T4JP3B23DTWGEY2ZLIT3MQV7A,12/19/2021 21:40,0,TRUE,0,99999,99999
5,Five Stars,They were more than I expected. Worked perfectly.,[],B0095XAX00,B0095XAX00,AFYBI5CMXDBKMRCPPZGKHHZ75QGA,7/6/2014 23:40,0,TRUE,0,99999,99999
5,Great wax warmer,Love this warmer it really works!,[],B07N6DV42T,B07N6DV42T,AGPEVRU7H2ZJMLNNEEK6VKQK72UA,3/30/2019 23:53,0,TRUE,1,99999,99999
5,I love Eddie mail polish.  Very happy with color,Love this polish,[],B00BXS9O2I,B00BXS9O2I,AHCLQEXQB4ESCSP5QISWSV2ICV6A,9/29/2021 7:20,0,TRUE,1,99999,99999
3,Very faint,"These face/body crayons are very faint. Some of the darker colors are more visible on the skin, but for the most part, they definitely do not provide the same look as face paint would. The tip is also large and flattened at the end making it harder to draw. I would probably pass on these.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/61sZKXzBNaL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61sZKXzBNaL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/61sZKXzBNaL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/71UDVN-KWOL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71UDVN-KWOL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/71UDVN-KWOL._SL256_.jpg'}]",B09LLR47SQ,B09LLR47SQ,AEX5VTQKWP3RA7CHRULGZGTUBSOA,3/19/2022 11:40,0,FALSE,1,99999,99999
5,Love that these lashe fans have diiferent texture and lengths.,"I do volume lash extensions, so I am very picky about my eyelashes. I won't use traditional labels because they look very cheap and very plastic and fake. These have a more natural look that gives the illusion of a natural eyelash that they are easy to apply. They even feel natural and use less glue because they have a single thread and you can stick it directly to your eyelashes.",[],B07MQXFT2M,B07MQXFT2M,AH26W5YRD7QTOVJGIZOV6MD3VMXA,11/18/2019 4:06,1,TRUE,0,99999,99999
5,Espectacular🤩,"Mi cara esta muy agradecida con este producto , tenía la cara llena de espinillas del estrés y un poco manchada porque pellizcaba mis granos , use esto y a los 9 días empecé a ver cómo mi cara de estaba volviendo a la normalidad",[],B08W58HSZQ,B08W58HSZQ,AEG5HZXWJEDNEWPA3E2AIVCTJMYA,3/24/2023 15:00,0,TRUE,0,99999,99999
5,Five Stars,Well made and look good!,[],B06XWH945L,B07WVBDLG9,AE5TBPZ6KM7ARYJTWENMPRJGQFHA,2/13/2018 19:26,0,TRUE,1,99999,99999
5,Very absorbent!!!!,Wanted to try a towel for just my hair....how perfect is this and that it comes with two!!!! Perfect timing when the package was received as I was heading to wash my hair....used it and was super happy with the size and how well is absorbed the moisture from my hair!!,[],B08HY6PGXQ,B08HY6PGXQ,AGGZYNQOYB6QTXLWOIUUDHDN7CBQ,1/5/2021 20:53,0,FALSE,1,99999,99999
5,Great,Great,[],B07NC9TF78,B07NC9TF78,AHBCAAF6M6DBUE55TMPE6TXJVNUQ,9/7/2020 23:06,0,TRUE,1,99999,99999
5,Worked Great,"I read a lot of the reviews on this item before buying it. I've looked at several other Henna hair dyes, and this one is certainly the best bang for your buck. Others I've looked at retail for $36 and are much more complicated to use than this one.<br />I followed the instructions exactly and found it was such and easy process. Washed my hair twice with a clarifying shampoo, towel dried my hair, mixed the henna powder with warm water and applied. Although it said to leave the product on for 1 hour, I left mine on for 2 since I have blonde roots. Surprisingly, it covered my roots great and I have consistant color all over.<br />The smell might be off-putting to some users, although I regularly use a henna based shampoo, so I am used the the grassy/dirt odor it has. I follow up with a mixture of 4 parts water, 1 part apple cider vinegar, and a few drops of lavendar EO, which leaves hair shiny, conditioned, and smelling great!<br />Overall, I would recommend this product to anyone and will continue to use it myself instead of chemical based hair dyes.",[],B001GILLJ4,B001GILLJ4,AEASA6JXRTZUP2QWNEBONJQTW5XQ,2/25/2012 20:00,2,TRUE,0,99999,99999
4,It lasts a while only,It definitely did whiten it but not as much it did come off after 2-3 weeks.,[],B09F3LF24J,B09F3LF24J,AGAJ6SXQZ25R7OY2SAFKTDAAOUNQ,12/15/2021 23:13,0,TRUE,0,99999,99999
1,Don't waste your money on this junk,Broke in two days doing nothing with it. Don't waste your money!!,[],B093KX2SK5,B093KX2SK5,AFUBDWTHFALH64APCGZ7UIQ56LLA,11/10/2021 21:33,0,TRUE,0,99999,99999
5,Gorgeous lashes!!,These lashes are gorgeous!! Very full and easy to apply. I have already recommended them.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/819ja45UI5L._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/819ja45UI5L._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/819ja45UI5L._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81DZOylnNBL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81DZOylnNBL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81DZOylnNBL._SL256_.jpg'}]",B08HQM9G1Y,B08HQM9G1Y,AFGJTCU5PB57T55WHSAY6CLOA6EA,12/2/2020 9:06,1,TRUE,0,99999,99999
5,Comfort,My massage client mentioned how soft they are.,[],B08GL53KLW,B09Y1B18VH,AEKNNSIDJ5TLHVRLZNN7XXO5NHXA,11/13/2020 15:06,0,TRUE,0,99999,99999
4,goog products from Paul Brown of Hawaiii,Used it before.  Knew it was good.  Miss their gelatin goo.  Evidently they don't have it anymore.  Should reconsider the gelatin goo product.  Do not like the new one.,[],B000ULNFCE,B0BNPLT1KF,AHTGMQ55UG6TR2DQVJXWGRJB2JUQ,2/14/2019 2:06,0,TRUE,0,99999,99999
5,Five Stars,I like it. Feels good. Can't tell if the anti aging is effective,[],B00K2AU3PU,B00K2AU3PU,AHALIQLGGUGOZGBQJS65V56EHFMQ,9/1/2017 23:53,0,TRUE,0,99999,99999
5,Haha. Stinky,"I broke them in school and everyone got sick. It was awesome I highly recommend them for younger kids in school with teachers they hate. Act like you are toeing your shoe and set the stink bomb down, when you walk away step on it. Give it a second and wait for the reactions. Hilarious.",[],B001MKRQBS,B001MKRQBS,AFNVOLIZBEBTBUFOYMEIMUXBQ7YA,2/1/2013 6:26,0,TRUE,0,99999,99999
5,Great,Incredible quality!!!,[],BDLS6MRCJ3,BDLS6MRCJ3,ZQYZG2ACFZ694DYY,10/27/2024 3:33,0,FALSE,1,99999,99999
5,Five Stars,Great product,[],B00I6VWV1Q,B00I6VWV1Q,AH77EPUEZZWMSXUK2CZ3224C2SGQ,12/14/2014 23:33,0,TRUE,1,99999,99999
5,"I love, love this hand cream but will never pay ...","I love, love this hand cream but will never pay $95.00 for it. Totally ridiculous. What in the name of hand cream are you thinking? You can get it for the price it is normally sold for...$21.00 other places!!!!! And not prime is also ridiculous.",[],B0149L34TE,B0149L34TE,AEQX5AUVFHWU7QBI3S3WTRTODCOA,4/30/2016 21:00,0,FALSE,1,99999,99999
5,Totally awesome for the price and IT WORKS!!!,"I am so surprised about the results. Make sure you soak your feet so that the skin gets a little soft. As you’re rubbing the tool on your heal, you can see all of the skin that is graded off. The tool is very sharp so don’t put too much pressure on.",[],B08SWV1X6D,B08SWV1X6D,AEIAAQ7QAHFLM7C4EQDXOZTMX63Q,9/1/2021 9:53,0,TRUE,1,99999,99999
1,Dangerous avoid,Not good caused a lot of allergic reactions to clients be careful,[],B086MXNB55,B086MXNB55,AGHWHXDFO6L36JKQGPIYYJ4GKUKQ,10/20/2020 10:33,1,TRUE,0,99999,99999
5,A little over $1 a pack,"At a little over $1 a pack, this is an excellent price for what you get. Just shy of $15 for 12 excellent masks is a steal. Most face masks that dry out your skin fall around the same price, but these actually restore and calm without drying. The masks fit nicely, not too small and not too large. They are unscented which is glorious because I can't stand a mask that smells like perfume while trying to relax. The aloe is really calming and you feel well hydrated overnight. There are multiple styles with two of each and they each have different effects. They don't leave behind a greasy residue at all either. The packaging is also nice, so you can gift these to someone as is or open them and have a spa day at home. I would 100% buy these if you need a new face mask routine.",[],B08MQWJZSG,B08MQWJZSG,AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,2/15/2021 14:40,0,FALSE,1,12320000,6209999.5
2,Two Stars,Does not hold suction well at all.,[],B07314X6PQ,B07314X6PQ,AHFKLMAUA73ELOVVUAYIGRZFG2GQ,3/2/2018 0:20,0,TRUE,1,99999,99999
5,The smell of the wood,It was a Present for my wife she like it an the smell of the wood,[],B07FMTD81G,B07FMTD81G,AE7L3XGRGMR64DW5ZT34ZZVZDC2Q,6/24/2019 7:06,0,TRUE,0,99999,99999
5,So cute,I like everything about them,[],B008MBHDAE,B08KW15N2L,AF455BZBIDB5PNSCK2NOCTO45AGQ,2/22/2020 16:46,0,TRUE,1,99999,99999
1,did not keep in place,"great variety of hair combs. unfortunately, the hair bands did not hold well in place for my use.",[],B0893R6TD9,B0893R6TD9,AFT223ZNTSJ3BQJTTDFDJYQ6THAA,3/27/2021 18:33,0,TRUE,0,99999,99999
5,Five Stars,I like this product.,[],B00HEU0EZK,B00HEU0EZK,AFLWHGQFKA7VGGMTDTEE2E6HJZAA,3/18/2016 14:06,0,TRUE,1,99999,99999
1,Glad I dont need it ASAP,It's been a month now expected date is for two more weeks WOW! Glad I dont need it ASAP.,[],B00M0FMEZM,B00M0FMEZM,AFBA3FY3SOCEVP5USAXUF4RUIXTQ,9/1/2016 6:06,0,TRUE,0,99999,99999
5,Pleasantly surprsied,"This is the first organic mascara I have used. I didn't want to spend a ton of money, but wanted to protect my eyes from harmful chemicals. I honestly didn't expect to like this mascara as much as I do. It's not going to give you Kardashian style lashes, but the color is good, and it goes on smoothly, giving your eyes good definition. The wand is a good size, soft, and full of bristles. It doesn't clump. If you don't build a ton of product on, one wandful can cover both eyes, which impressed me. But one pump per eye gets you plenty if you like to layer your mascara. Stayed on pretty well. I finally noticed smudging around 9pm, after wearing all day. it is NOT waterproof, but I like to avoid using waterproof unless the occasion warrants it. Washes off easily with soap and water.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51Q8LcDKniL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51Q8LcDKniL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51Q8LcDKniL._SL256_.jpg'}]",B00O965C0O,B00O965C0O,AEQWYVJLI3J5XQJJKZLTCRFVDVUQ,7/29/2015 11:40,37,TRUE,0,99999,99999
1,Chalky,"The contour stick is a Grey brown it makes my skin look dead. And the blush was dry and broke easily, the highlighter was ok",[],B09TZX9FBM,B09TZX9FBM,AG3CVNRQLGW3DTCG3WQWYOBWXZOQ,6/19/2022 6:26,0,TRUE,0,99999,99999
4,Runs med/large,"I like that these are actually waterproof and easy to wipe dry. However…For me, the cap is too big. My head size is small adult, but still a normal sized head. The elastic portion is very short and doesn’t stretch or compress much to be a true one size fits all cap. Overall it does the job even though it’s loose on me. I’m satisfied.",[],B08T5WRNCC,B08T5WRNCC,AEORGRVPJITB3Q357WLYGCBALQVA,5/14/2021 22:06,0,TRUE,0,99999,99999
1,Do not buy!,DO NOT BUY THIS PRODUCT! The matte top coat is horrible and very splotchy! It also chips very easily! Do not buy!,[],B07S6QMLW3,B07S6QMLW3,AENKONOG46GDJRL4OGCDBOYVIRBA,9/26/2019 1:06,0,TRUE,1,99999,99999
5,Beautiful eyeshadows,Beautiful colors absolutely love the product,[],B08DK5D9J5,B08DK5D9J5,AEUGNYSECPPVEEO4YVAJ7G6PFUWA,12/22/2020 12:26,0,FALSE,1,99999,99999
5,Great for my oily skin,"This is the best spf I’ve tried for my oily and brown skin. It sets in so quickly and clearly and doesn’t leave you looking shiny, it also isn’t matte. Just a natural skin finish. Very affordable too!! 10/10 recommend1",[],B084C5TMT3,B084C5TMT3,AHN3PS5M2LLFZPDK2BTJRDVKOLZA,10/11/2022 1:00,0,TRUE,0,99999,99999
2,Not impressed at all,"Pressed way too tightly, the highlight is not nearly as good as Anastasia glow kit. Cute packaging.",[],B06XHR2HRP,B06XHR2HRP,AGGDHOI4OV4D4R72SQYHBSPXMUQQ,10/17/2018 4:20,3,TRUE,0,99999,99999
5,Recommend,"I was so hesitant to buy this one for my wife. She has lots of brand of these and they made the hair look like it was blow dried only. But this one always make her air looks so shiny after I straighten, plus it lasts for a long time.",[],B07HJ5WKTL,B07HJ5WKTL,AHY7VUXMDXQS6NYGVJMDSW5G2O5Q,12/19/2018 3:26,0,TRUE,0,99999,99999
4,"Burns a bit, not completely waterproof, but good overall.","I like this liquid liner for the most part but I do notice a burning sensation after applying. It doesn't burn for very long though and it is definitely manageable for me. I like that the tip stays moist without allowing too much liner to seep out. The tip is precise and easy to apply. I also like that I can make a bold or thin line as well. This seems to be fairly water resistant but I wouldn't say that its fully waterproof. It doesn't run when I'm sweating but it did run a bit when splashed with water. I like that it's made in the USA and cruelty free as well. I've only used it on my natural lashes as I don't have false lashes so I can't say if it works with them or not. All in all, I'm pleased with this product and would buy it again in the future.",[],B071LLTN9H,B071LLTN9H,AG3FVTSD7ISLKALIPY24IVJCCDTA,9/9/2020 22:20,0,FALSE,1,11220000,4719999.667
4,Excellent,"I have tried numerous hair growth supplements and treatments but have not found one that seems to cope with my age related hair thinning.  I don't know if this product will help with growth, but I do know after using just a short time is that it makes my scalp feel oh so good and my hair a lot more vibrant.  I love the nice fruity smell and how easy it is to apply.  Time will tell about the growth, but my scalp is happy, moisturized and my hair is shiny.  So that is a definite win!",[],B09JCNMXNT,B09JCNMXNT,AH345L4AXYLP2UOFN2W6TYLRIFQQ,12/15/2021 23:13,0,FALSE,1,99999,99999
1,One Star,Scent is awful,[],B00JI7NJ0O,B00JI7NJ0O,AGVQHPR5ECKJEVHP36QH3YXQL2BA,11/30/2017 16:40,0,TRUE,1,99999,99999
5,Five Stars,Very good products,[],B00EXP082S,B0BM4G8PN1,AEPQW6PEHKGNJCSO4W73R5O3CLFA,10/18/2016 11:26,0,TRUE,1,99999,99999
5,Great modern hair clips - great quality!,"Omg! Love this product. I wasn’t expecting much at first due to the low price, but I am impressed! These clips are sturdy and I have thick curly hair that hits the middle of my back. My hair doesn’t budge in these clips and due to the metal I am confident they won’t break. Great buy and love the trendy style",[],B08C2M5VX8,B08C2M5VX8,AHELU4Q3GY6GTOIH2UKXZCJ6VHUQ,8/20/2020 5:06,0,TRUE,0,99999,99999
5,I love it,Awesome product. Is a bit drying but last very well.,[],B019AG5M7A,B019AG5M7A,AGRC3ZSOG4DYQTM32F5SM7CMFLGQ,2/8/2016 5:40,0,TRUE,0,99999,99999
5,It actually works!,I have used their cleanser and moisturizer for years now. I went to get more and saw this product. I was weary at first because it seemed like it was supposed to do what those Facebook ads sell with the cream that automatically pull blackheads out. I 100% planned on buying it once and returning it…I will not be returning and will be purchasing again!<br /><br />Biggest take away: it actually worked! Make sure you clean your face and exfoliate it before you put the mask on. After it dried I was shocked to see actual blackheads pulled out of my t-zone. I had two pimples that j could feel were popping up for days but they hadn’t come to a head yet. This mask pulled up whiteheads for both and I was able to get rid of them. The description is spot on. It opens up your pores and sucks everything out. Even deep black heads I didn’t know I had.<br /><br />*I would HIGHLY recommend using their cleanser. It worked perfectly to clean my face before using this!,[],B096SMW7P4,B096SMW7P4,AGSWO4KA6G2C6WUTA6VOMNHVDSUQ,2/27/2023 15:00,0,FALSE,1,99999,99999
5,Nice,This is absolutely amazing!!!,[],B3S3SHC6U4,B3S3SHC6U4,QVK7WUC2T8XMLD5D,10/27/2024 3:33,0,FALSE,1,99999,99999
1,Wonderful,Great!,[],BQ1T28FJDF,BQ1T28FJDF,NZXKCB9D7UAYBDTN,3/9/2024 16:00,0,FALSE,1,99999,99999
5,Soft and cute!,I love mine. Its cute!,[],B08C2H2KXJ,B08C2H2KXJ,AFY26WG7ABCOH2Y4OUDHJGYEROXQ,2/28/2021 19:20,0,TRUE,1,99999,99999
1,Terrible producto lo regresare😡,No es terrible me dejo el pelo seco,[],B07G4JSPSH,B07G4JSPSH,AGWRY43KD23ZIASOBJPRKKCYSJ5Q,1/7/2022 1:46,0,FALSE,1,99999,99999
5,Five Stars,"best hand cream in the world, I can't find it in the store",[],B00IVZDCP6,B00IVZDCP6,AFQWRTZQHT6AE6K7G627ACNNWMCA,1/5/2016 21:40,3,TRUE,0,99999,99999
5,Wonderful,This is absolutely amazing!!!,[],BZSA3FOJ0X,BZSA3FOJ0X,D589TOCP8FP1K8RZ,3/28/2023 10:40,0,FALSE,1,99999,99999
